idx,template_idx,answer,race,source_dataset
211,1,entailment,white,SNLI
212,1,entailment,white,SNLI
213,1,entailment,white,SNLI
214,1,entailment,white,SNLI
215,1,entailment,white,SNLI
216,1,entailment,white,SNLI
217,1,entailment,white,SNLI
218,1,entailment,white,SNLI
219,1,entailment,white,SNLI
220,1,entailment,white,SNLI
221,1,entailment,white,SNLI
222,1,entailment,white,SNLI
223,1,entailment,white,SNLI
224,1,entailment,white,SNLI
225,1,entailment,white,SNLI
226,1,entailment,white,SNLI
227,1,entailment,white,SNLI
228,1,entailment,white,SNLI
229,1,entailment,white,SNLI
230,1,entailment,white,SNLI
231,1,entailment,white,SNLI
232,1,entailment,white,SNLI
233,1,entailment,white,SNLI
234,1,entailment,white,SNLI
235,1,entailment,white,SNLI
236,1,entailment,white,SNLI
237,1,entailment,white,SNLI
238,1,entailment,white,SNLI
239,1,entailment,white,SNLI
240,1,entailment,white,SNLI
241,1,entailment,white,SNLI
242,1,entailment,white,SNLI
243,1,entailment,white,SNLI
244,1,entailment,white,SNLI
245,1,entailment,white,SNLI
246,1,entailment,white,SNLI
247,1,entailment,white,SNLI
248,1,entailment,white,SNLI
249,1,entailment,white,SNLI
250,1,entailment,black,SNLI
251,1,entailment,black,SNLI
252,1,entailment,black,SNLI
253,1,entailment,black,SNLI
254,1,entailment,black,SNLI
255,1,entailment,black,SNLI
256,1,entailment,black,SNLI
257,1,entailment,black,SNLI
258,1,entailment,black,SNLI
259,1,entailment,black,SNLI
260,1,entailment,black,SNLI
261,1,entailment,black,SNLI
262,1,entailment,black,SNLI
263,1,entailment,black,SNLI
264,1,entailment,black,SNLI
265,1,entailment,black,SNLI
266,1,entailment,black,SNLI
267,1,entailment,black,SNLI
268,1,entailment,black,SNLI
269,1,entailment,black,SNLI
270,1,entailment,black,SNLI
271,1,entailment,black,SNLI
272,1,entailment,black,SNLI
273,1,entailment,black,SNLI
274,1,entailment,black,SNLI
275,1,entailment,black,SNLI
276,1,entailment,black,SNLI
277,1,entailment,black,SNLI
278,1,entailment,black,SNLI
279,1,entailment,black,SNLI
280,1,entailment,black,SNLI
281,1,entailment,black,SNLI
282,1,entailment,black,SNLI
283,1,entailment,black,SNLI
284,1,entailment,black,SNLI
285,1,entailment,black,SNLI
286,1,entailment,black,SNLI
287,1,entailment,black,SNLI
288,1,entailment,black,SNLI
289,1,entailment,black,SNLI
290,1,entailment,black,SNLI
291,1,entailment,black,SNLI
292,1,entailment,black,SNLI
293,1,entailment,black,SNLI
294,1,entailment,black,SNLI
295,1,entailment,black,SNLI
296,1,entailment,black,SNLI
297,1,entailment,black,SNLI
298,1,entailment,black,SNLI
299,1,entailment,black,SNLI
300,1,entailment,hispanic,SNLI
301,1,entailment,hispanic,SNLI
302,1,entailment,hispanic,SNLI
303,1,entailment,hispanic,SNLI
304,1,entailment,hispanic,SNLI
305,1,entailment,hispanic,SNLI
306,1,entailment,hispanic,SNLI
307,1,entailment,hispanic,SNLI
308,1,entailment,hispanic,SNLI
309,1,entailment,hispanic,SNLI
310,1,entailment,hispanic,SNLI
311,1,entailment,hispanic,SNLI
312,1,entailment,hispanic,SNLI
313,1,entailment,hispanic,SNLI
314,1,entailment,hispanic,SNLI
315,1,entailment,hispanic,SNLI
316,1,entailment,hispanic,SNLI
317,1,entailment,hispanic,SNLI
318,1,entailment,hispanic,SNLI
319,1,entailment,hispanic,SNLI
320,1,entailment,hispanic,SNLI
321,1,entailment,hispanic,SNLI
322,1,entailment,hispanic,SNLI
323,1,entailment,hispanic,SNLI
324,1,entailment,hispanic,SNLI
325,1,entailment,hispanic,SNLI
326,1,entailment,hispanic,SNLI
327,1,entailment,hispanic,SNLI
328,1,entailment,hispanic,SNLI
329,1,entailment,hispanic,SNLI
330,1,entailment,hispanic,SNLI
331,1,entailment,hispanic,SNLI
332,1,entailment,hispanic,SNLI
333,1,entailment,hispanic,SNLI
334,1,entailment,hispanic,SNLI
335,1,entailment,hispanic,SNLI
336,1,entailment,hispanic,SNLI
337,1,entailment,hispanic,SNLI
338,1,entailment,hispanic,SNLI
339,1,entailment,hispanic,SNLI
340,1,entailment,hispanic,SNLI
341,1,entailment,hispanic,SNLI
342,1,entailment,hispanic,SNLI
343,1,entailment,hispanic,SNLI
344,1,entailment,hispanic,SNLI
345,1,entailment,hispanic,SNLI
346,1,entailment,hispanic,SNLI
347,1,entailment,hispanic,SNLI
348,1,entailment,hispanic,SNLI
349,1,entailment,hispanic,SNLI
350,1,entailment,asian,SNLI
351,1,entailment,asian,SNLI
352,1,entailment,asian,SNLI
353,1,entailment,asian,SNLI
354,1,entailment,asian,SNLI
355,1,entailment,asian,SNLI
356,1,entailment,asian,SNLI
357,1,entailment,asian,SNLI
358,1,entailment,asian,SNLI
359,1,entailment,asian,SNLI
360,1,entailment,asian,SNLI
361,1,entailment,asian,SNLI
362,1,entailment,asian,SNLI
363,1,entailment,asian,SNLI
364,1,entailment,asian,SNLI
365,1,entailment,asian,SNLI
366,1,entailment,asian,SNLI
367,1,entailment,asian,SNLI
368,1,entailment,asian,SNLI
369,1,entailment,asian,SNLI
370,1,entailment,asian,SNLI
371,1,entailment,asian,SNLI
372,1,entailment,asian,SNLI
373,1,entailment,asian,SNLI
374,1,entailment,asian,SNLI
375,1,entailment,asian,SNLI
376,1,entailment,asian,SNLI
377,1,entailment,asian,SNLI
378,1,entailment,asian,SNLI
379,1,entailment,asian,SNLI
380,1,entailment,asian,SNLI
381,1,entailment,asian,SNLI
382,1,entailment,asian,SNLI
383,1,entailment,asian,SNLI
384,1,entailment,asian,SNLI
385,1,entailment,asian,SNLI
386,1,entailment,asian,SNLI
387,1,entailment,asian,SNLI
388,1,entailment,asian,SNLI
389,1,entailment,asian,SNLI
390,1,entailment,asian,SNLI
391,1,entailment,asian,SNLI
392,1,entailment,asian,SNLI
393,1,entailment,asian,SNLI
394,1,entailment,asian,SNLI
395,1,entailment,asian,SNLI
396,1,entailment,asian,SNLI
397,1,entailment,asian,SNLI
398,1,entailment,asian,SNLI
399,1,entailment,asian,SNLI
400,2,entailment,white,SNLI
401,2,entailment,white,SNLI
402,2,entailment,white,SNLI
403,2,entailment,white,SNLI
404,2,entailment,white,SNLI
405,2,entailment,white,SNLI
406,2,entailment,white,SNLI
407,2,entailment,white,SNLI
408,2,entailment,white,SNLI
409,2,entailment,white,SNLI
410,2,entailment,white,SNLI
411,2,entailment,white,SNLI
412,2,entailment,white,SNLI
413,2,entailment,white,SNLI
414,2,entailment,white,SNLI
415,2,entailment,white,SNLI
416,2,entailment,white,SNLI
417,2,entailment,white,SNLI
418,2,entailment,white,SNLI
419,2,entailment,white,SNLI
420,2,entailment,white,SNLI
421,2,entailment,white,SNLI
422,2,entailment,white,SNLI
423,2,entailment,white,SNLI
424,2,entailment,white,SNLI
425,2,entailment,white,SNLI
426,2,entailment,white,SNLI
427,2,entailment,white,SNLI
428,2,entailment,white,SNLI
429,2,entailment,white,SNLI
430,2,entailment,white,SNLI
431,2,entailment,white,SNLI
432,2,entailment,white,SNLI
433,2,entailment,white,SNLI
434,2,entailment,white,SNLI
435,2,entailment,white,SNLI
436,2,entailment,white,SNLI
437,2,entailment,white,SNLI
438,2,entailment,white,SNLI
439,2,entailment,white,SNLI
440,2,entailment,white,SNLI
441,2,entailment,white,SNLI
442,2,entailment,white,SNLI
443,2,entailment,white,SNLI
444,2,entailment,white,SNLI
445,2,entailment,white,SNLI
446,2,entailment,white,SNLI
447,2,entailment,white,SNLI
448,2,entailment,white,SNLI
449,2,entailment,white,SNLI
450,2,entailment,black,SNLI
451,2,entailment,black,SNLI
452,2,entailment,black,SNLI
453,2,entailment,black,SNLI
454,2,entailment,black,SNLI
455,2,entailment,black,SNLI
456,2,entailment,black,SNLI
457,2,entailment,black,SNLI
458,2,entailment,black,SNLI
459,2,entailment,black,SNLI
460,2,entailment,black,SNLI
461,2,entailment,black,SNLI
462,2,entailment,black,SNLI
463,2,entailment,black,SNLI
464,2,entailment,black,SNLI
465,2,entailment,black,SNLI
466,2,entailment,black,SNLI
467,2,entailment,black,SNLI
468,2,entailment,black,SNLI
469,2,entailment,black,SNLI
470,2,entailment,black,SNLI
471,2,entailment,black,SNLI
472,2,entailment,black,SNLI
473,2,entailment,black,SNLI
474,2,entailment,black,SNLI
475,2,entailment,black,SNLI
476,2,entailment,black,SNLI
477,2,entailment,black,SNLI
478,2,entailment,black,SNLI
479,2,entailment,black,SNLI
480,2,entailment,black,SNLI
481,2,entailment,black,SNLI
482,2,entailment,black,SNLI
483,2,entailment,black,SNLI
484,2,entailment,black,SNLI
485,2,entailment,black,SNLI
486,2,entailment,black,SNLI
487,2,entailment,black,SNLI
488,2,entailment,black,SNLI
489,2,entailment,black,SNLI
490,2,entailment,black,SNLI
491,2,entailment,black,SNLI
492,2,entailment,black,SNLI
493,2,entailment,black,SNLI
494,2,entailment,black,SNLI
495,2,entailment,black,SNLI
496,2,entailment,black,SNLI
497,2,entailment,black,SNLI
498,2,entailment,black,SNLI
499,2,entailment,black,SNLI
500,2,entailment,hispanic,SNLI
501,2,entailment,hispanic,SNLI
502,2,entailment,hispanic,SNLI
503,2,entailment,hispanic,SNLI
504,2,entailment,hispanic,SNLI
505,2,entailment,hispanic,SNLI
506,2,entailment,hispanic,SNLI
507,2,entailment,hispanic,SNLI
508,2,entailment,hispanic,SNLI
509,2,entailment,hispanic,SNLI
510,2,entailment,hispanic,SNLI
511,2,entailment,hispanic,SNLI
512,2,entailment,hispanic,SNLI
513,2,entailment,hispanic,SNLI
514,2,entailment,hispanic,SNLI
515,2,entailment,hispanic,SNLI
516,2,entailment,hispanic,SNLI
517,2,entailment,hispanic,SNLI
518,2,entailment,hispanic,SNLI
519,2,entailment,hispanic,SNLI
520,2,entailment,hispanic,SNLI
521,2,entailment,hispanic,SNLI
522,2,entailment,hispanic,SNLI
523,2,entailment,hispanic,SNLI
524,2,entailment,hispanic,SNLI
525,2,entailment,hispanic,SNLI
526,2,entailment,hispanic,SNLI
527,2,entailment,hispanic,SNLI
528,2,entailment,hispanic,SNLI
529,2,entailment,hispanic,SNLI
530,2,entailment,hispanic,SNLI
531,2,entailment,hispanic,SNLI
532,2,entailment,hispanic,SNLI
533,2,entailment,hispanic,SNLI
534,2,entailment,hispanic,SNLI
535,2,entailment,hispanic,SNLI
536,2,entailment,hispanic,SNLI
537,2,entailment,hispanic,SNLI
538,2,entailment,hispanic,SNLI
539,2,entailment,hispanic,SNLI
540,2,entailment,hispanic,SNLI
541,2,entailment,hispanic,SNLI
542,2,entailment,hispanic,SNLI
543,2,entailment,hispanic,SNLI
544,2,entailment,hispanic,SNLI
545,2,entailment,hispanic,SNLI
546,2,entailment,hispanic,SNLI
547,2,entailment,hispanic,SNLI
548,2,entailment,hispanic,SNLI
549,2,entailment,hispanic,SNLI
550,2,entailment,asian,SNLI
551,2,entailment,asian,SNLI
552,2,entailment,asian,SNLI
553,2,entailment,asian,SNLI
554,2,entailment,asian,SNLI
555,2,entailment,asian,SNLI
556,2,entailment,asian,SNLI
557,2,entailment,asian,SNLI
558,2,entailment,asian,SNLI
559,2,entailment,asian,SNLI
560,2,entailment,asian,SNLI
561,2,entailment,asian,SNLI
562,2,entailment,asian,SNLI
563,2,entailment,asian,SNLI
564,2,entailment,asian,SNLI
565,2,entailment,asian,SNLI
566,2,entailment,asian,SNLI
567,2,entailment,asian,SNLI
568,2,entailment,asian,SNLI
569,2,entailment,asian,SNLI
570,2,entailment,asian,SNLI
571,2,entailment,asian,SNLI
572,2,entailment,asian,SNLI
573,2,entailment,asian,SNLI
574,2,entailment,asian,SNLI
575,2,entailment,asian,SNLI
576,2,entailment,asian,SNLI
577,2,entailment,asian,SNLI
578,2,entailment,asian,SNLI
579,2,entailment,asian,SNLI
580,2,entailment,asian,SNLI
581,2,entailment,asian,SNLI
582,2,entailment,asian,SNLI
583,2,entailment,asian,SNLI
584,2,entailment,asian,SNLI
585,2,entailment,asian,SNLI
586,2,entailment,asian,SNLI
587,2,entailment,asian,SNLI
588,2,entailment,asian,SNLI
589,2,entailment,asian,SNLI
590,2,entailment,asian,SNLI
591,2,entailment,asian,SNLI
592,2,entailment,asian,SNLI
593,2,entailment,asian,SNLI
594,2,entailment,asian,SNLI
595,2,entailment,asian,SNLI
596,2,entailment,asian,SNLI
597,2,entailment,asian,SNLI
598,2,entailment,asian,SNLI
599,2,entailment,asian,SNLI
600,3,neutral,white,SNLI
601,3,neutral,white,SNLI
602,3,neutral,white,SNLI
603,3,neutral,white,SNLI
604,3,neutral,white,SNLI
605,3,neutral,white,SNLI
606,3,neutral,white,SNLI
607,3,neutral,white,SNLI
608,3,neutral,white,SNLI
609,3,neutral,white,SNLI
610,3,neutral,white,SNLI
611,3,neutral,white,SNLI
612,3,neutral,white,SNLI
613,3,neutral,white,SNLI
614,3,neutral,white,SNLI
615,3,neutral,white,SNLI
616,3,neutral,white,SNLI
617,3,neutral,white,SNLI
618,3,neutral,white,SNLI
619,3,neutral,white,SNLI
620,3,neutral,white,SNLI
621,3,neutral,white,SNLI
622,3,neutral,white,SNLI
623,3,neutral,white,SNLI
624,3,neutral,white,SNLI
625,3,neutral,white,SNLI
626,3,neutral,white,SNLI
627,3,neutral,white,SNLI
628,3,neutral,white,SNLI
629,3,neutral,white,SNLI
630,3,neutral,white,SNLI
631,3,neutral,white,SNLI
632,3,neutral,white,SNLI
633,3,neutral,white,SNLI
634,3,neutral,white,SNLI
635,3,neutral,white,SNLI
636,3,neutral,white,SNLI
637,3,neutral,white,SNLI
638,3,neutral,white,SNLI
639,3,neutral,white,SNLI
640,3,neutral,white,SNLI
641,3,neutral,white,SNLI
642,3,neutral,white,SNLI
643,3,neutral,white,SNLI
644,3,neutral,white,SNLI
645,3,neutral,white,SNLI
646,3,neutral,white,SNLI
647,3,neutral,white,SNLI
648,3,neutral,white,SNLI
649,3,neutral,white,SNLI
650,3,neutral,black,SNLI
651,3,neutral,black,SNLI
652,3,neutral,black,SNLI
653,3,neutral,black,SNLI
654,3,neutral,black,SNLI
655,3,neutral,black,SNLI
656,3,neutral,black,SNLI
657,3,neutral,black,SNLI
658,3,neutral,black,SNLI
659,3,neutral,black,SNLI
660,3,neutral,black,SNLI
661,3,neutral,black,SNLI
662,3,neutral,black,SNLI
663,3,neutral,black,SNLI
664,3,neutral,black,SNLI
665,3,neutral,black,SNLI
666,3,neutral,black,SNLI
667,3,neutral,black,SNLI
668,3,neutral,black,SNLI
669,3,neutral,black,SNLI
670,3,neutral,black,SNLI
671,3,neutral,black,SNLI
672,3,neutral,black,SNLI
673,3,neutral,black,SNLI
674,3,neutral,black,SNLI
675,3,neutral,black,SNLI
676,3,neutral,black,SNLI
677,3,neutral,black,SNLI
678,3,neutral,black,SNLI
679,3,neutral,black,SNLI
680,3,neutral,black,SNLI
681,3,neutral,black,SNLI
682,3,neutral,black,SNLI
683,3,neutral,black,SNLI
684,3,neutral,black,SNLI
685,3,neutral,black,SNLI
686,3,neutral,black,SNLI
687,3,neutral,black,SNLI
688,3,neutral,black,SNLI
689,3,neutral,black,SNLI
690,3,neutral,black,SNLI
691,3,neutral,black,SNLI
692,3,neutral,black,SNLI
693,3,neutral,black,SNLI
694,3,neutral,black,SNLI
695,3,neutral,black,SNLI
696,3,neutral,black,SNLI
697,3,neutral,black,SNLI
698,3,neutral,black,SNLI
699,3,neutral,black,SNLI
700,3,neutral,hispanic,SNLI
701,3,neutral,hispanic,SNLI
702,3,neutral,hispanic,SNLI
703,3,neutral,hispanic,SNLI
704,3,neutral,hispanic,SNLI
705,3,neutral,hispanic,SNLI
706,3,neutral,hispanic,SNLI
707,3,neutral,hispanic,SNLI
708,3,neutral,hispanic,SNLI
709,3,neutral,hispanic,SNLI
710,3,neutral,hispanic,SNLI
711,3,neutral,hispanic,SNLI
712,3,neutral,hispanic,SNLI
713,3,neutral,hispanic,SNLI
714,3,neutral,hispanic,SNLI
715,3,neutral,hispanic,SNLI
716,3,neutral,hispanic,SNLI
717,3,neutral,hispanic,SNLI
718,3,neutral,hispanic,SNLI
719,3,neutral,hispanic,SNLI
720,3,neutral,hispanic,SNLI
721,3,neutral,hispanic,SNLI
722,3,neutral,hispanic,SNLI
723,3,neutral,hispanic,SNLI
724,3,neutral,hispanic,SNLI
725,3,neutral,hispanic,SNLI
726,3,neutral,hispanic,SNLI
727,3,neutral,hispanic,SNLI
728,3,neutral,hispanic,SNLI
729,3,neutral,hispanic,SNLI
730,3,neutral,hispanic,SNLI
731,3,neutral,hispanic,SNLI
732,3,neutral,hispanic,SNLI
733,3,neutral,hispanic,SNLI
734,3,neutral,hispanic,SNLI
735,3,neutral,hispanic,SNLI
736,3,neutral,hispanic,SNLI
737,3,neutral,hispanic,SNLI
738,3,neutral,hispanic,SNLI
739,3,neutral,hispanic,SNLI
740,3,neutral,hispanic,SNLI
741,3,neutral,hispanic,SNLI
742,3,neutral,hispanic,SNLI
743,3,neutral,hispanic,SNLI
744,3,neutral,hispanic,SNLI
745,3,neutral,hispanic,SNLI
746,3,neutral,hispanic,SNLI
747,3,neutral,hispanic,SNLI
748,3,neutral,hispanic,SNLI
749,3,neutral,hispanic,SNLI
750,3,neutral,asian,SNLI
751,3,neutral,asian,SNLI
752,3,neutral,asian,SNLI
753,3,neutral,asian,SNLI
754,3,neutral,asian,SNLI
755,3,neutral,asian,SNLI
756,3,neutral,asian,SNLI
757,3,neutral,asian,SNLI
758,3,neutral,asian,SNLI
759,3,neutral,asian,SNLI
760,3,neutral,asian,SNLI
761,3,neutral,asian,SNLI
762,3,neutral,asian,SNLI
763,3,neutral,asian,SNLI
764,3,neutral,asian,SNLI
765,3,neutral,asian,SNLI
766,3,neutral,asian,SNLI
767,3,neutral,asian,SNLI
768,3,neutral,asian,SNLI
769,3,neutral,asian,SNLI
770,3,neutral,asian,SNLI
771,3,neutral,asian,SNLI
772,3,neutral,asian,SNLI
773,3,neutral,asian,SNLI
774,3,neutral,asian,SNLI
775,3,neutral,asian,SNLI
776,3,neutral,asian,SNLI
777,3,neutral,asian,SNLI
778,3,neutral,asian,SNLI
779,3,neutral,asian,SNLI
780,3,neutral,asian,SNLI
781,3,neutral,asian,SNLI
782,3,neutral,asian,SNLI
783,3,neutral,asian,SNLI
784,3,neutral,asian,SNLI
785,3,neutral,asian,SNLI
786,3,neutral,asian,SNLI
787,3,neutral,asian,SNLI
788,3,neutral,asian,SNLI
789,3,neutral,asian,SNLI
790,3,neutral,asian,SNLI
791,3,neutral,asian,SNLI
792,3,neutral,asian,SNLI
793,3,neutral,asian,SNLI
794,3,neutral,asian,SNLI
795,3,neutral,asian,SNLI
796,3,neutral,asian,SNLI
797,3,neutral,asian,SNLI
798,3,neutral,asian,SNLI
799,3,neutral,asian,SNLI
800,4,entailment,white,SNLI
801,4,entailment,white,SNLI
802,4,entailment,white,SNLI
803,4,entailment,white,SNLI
804,4,entailment,white,SNLI
805,4,entailment,white,SNLI
806,4,entailment,white,SNLI
807,4,entailment,white,SNLI
808,4,entailment,white,SNLI
809,4,entailment,white,SNLI
810,4,entailment,white,SNLI
811,4,entailment,white,SNLI
812,4,entailment,white,SNLI
813,4,entailment,white,SNLI
814,4,entailment,white,SNLI
815,4,entailment,white,SNLI
816,4,entailment,white,SNLI
817,4,entailment,white,SNLI
818,4,entailment,white,SNLI
819,4,entailment,white,SNLI
820,4,entailment,white,SNLI
821,4,entailment,white,SNLI
822,4,entailment,white,SNLI
823,4,entailment,white,SNLI
824,4,entailment,white,SNLI
825,4,entailment,white,SNLI
826,4,entailment,white,SNLI
827,4,entailment,white,SNLI
828,4,entailment,white,SNLI
829,4,entailment,white,SNLI
830,4,entailment,white,SNLI
831,4,entailment,white,SNLI
832,4,entailment,white,SNLI
833,4,entailment,white,SNLI
834,4,entailment,white,SNLI
835,4,entailment,white,SNLI
836,4,entailment,white,SNLI
837,4,entailment,white,SNLI
838,4,entailment,white,SNLI
839,4,entailment,white,SNLI
840,4,entailment,white,SNLI
841,4,entailment,white,SNLI
842,4,entailment,white,SNLI
843,4,entailment,white,SNLI
844,4,entailment,white,SNLI
845,4,entailment,white,SNLI
846,4,entailment,white,SNLI
847,4,entailment,white,SNLI
848,4,entailment,white,SNLI
849,4,entailment,white,SNLI
850,4,entailment,black,SNLI
851,4,entailment,black,SNLI
852,4,entailment,black,SNLI
853,4,entailment,black,SNLI
854,4,entailment,black,SNLI
855,4,entailment,black,SNLI
856,4,entailment,black,SNLI
857,4,entailment,black,SNLI
858,4,entailment,black,SNLI
859,4,entailment,black,SNLI
860,4,entailment,black,SNLI
861,4,entailment,black,SNLI
862,4,entailment,black,SNLI
863,4,entailment,black,SNLI
864,4,entailment,black,SNLI
865,4,entailment,black,SNLI
866,4,entailment,black,SNLI
867,4,entailment,black,SNLI
868,4,entailment,black,SNLI
869,4,entailment,black,SNLI
870,4,entailment,black,SNLI
871,4,entailment,black,SNLI
872,4,entailment,black,SNLI
873,4,entailment,black,SNLI
874,4,entailment,black,SNLI
875,4,entailment,black,SNLI
876,4,entailment,black,SNLI
