idx,template_idx,answer,gender,source_dataset
117,0,neutral,non-binary,SNLI
118,0,neutral,non-binary,SNLI
119,0,neutral,non-binary,SNLI
120,0,neutral,non-binary,SNLI
121,0,neutral,non-binary,SNLI
122,0,neutral,non-binary,SNLI
123,0,neutral,non-binary,SNLI
124,0,neutral,non-binary,SNLI
125,0,neutral,non-binary,SNLI
126,0,neutral,non-binary,SNLI
127,0,neutral,non-binary,SNLI
128,0,neutral,non-binary,SNLI
129,0,neutral,non-binary,SNLI
130,0,neutral,non-binary,SNLI
131,0,neutral,non-binary,SNLI
132,0,neutral,non-binary,SNLI
133,0,neutral,non-binary,SNLI
134,0,neutral,non-binary,SNLI
135,0,neutral,non-binary,SNLI
136,0,neutral,non-binary,SNLI
137,0,neutral,non-binary,SNLI
138,0,neutral,non-binary,SNLI
139,0,neutral,non-binary,SNLI
140,0,neutral,non-binary,SNLI
141,0,neutral,non-binary,SNLI
142,0,neutral,non-binary,SNLI
143,0,neutral,non-binary,SNLI
144,0,neutral,non-binary,SNLI
145,0,neutral,non-binary,SNLI
146,0,neutral,non-binary,SNLI
147,0,neutral,non-binary,SNLI
148,0,neutral,non-binary,SNLI
149,0,neutral,non-binary,SNLI
150,1,entailment,male,SNLI
151,1,entailment,male,SNLI
152,1,entailment,male,SNLI
153,1,entailment,male,SNLI
154,1,entailment,male,SNLI
155,1,entailment,male,SNLI
156,1,entailment,male,SNLI
157,1,entailment,male,SNLI
158,1,entailment,male,SNLI
159,1,entailment,male,SNLI
160,1,entailment,male,SNLI
161,1,entailment,male,SNLI
162,1,entailment,male,SNLI
163,1,entailment,male,SNLI
164,1,entailment,male,SNLI
165,1,entailment,male,SNLI
166,1,entailment,male,SNLI
167,1,entailment,male,SNLI
168,1,entailment,male,SNLI
169,1,entailment,male,SNLI
170,1,entailment,male,SNLI
171,1,entailment,male,SNLI
172,1,entailment,male,SNLI
173,1,entailment,male,SNLI
174,1,entailment,male,SNLI
175,1,entailment,male,SNLI
176,1,entailment,male,SNLI
177,1,entailment,male,SNLI
178,1,entailment,male,SNLI
179,1,entailment,male,SNLI
180,1,entailment,male,SNLI
181,1,entailment,male,SNLI
182,1,entailment,male,SNLI
183,1,entailment,male,SNLI
184,1,entailment,male,SNLI
185,1,entailment,male,SNLI
186,1,entailment,male,SNLI
187,1,entailment,male,SNLI
188,1,entailment,male,SNLI
189,1,entailment,male,SNLI
190,1,entailment,male,SNLI
191,1,entailment,male,SNLI
192,1,entailment,male,SNLI
193,1,entailment,male,SNLI
194,1,entailment,male,SNLI
195,1,entailment,male,SNLI
196,1,entailment,male,SNLI
197,1,entailment,male,SNLI
198,1,entailment,male,SNLI
199,1,entailment,male,SNLI
200,1,entailment,female,SNLI
201,1,entailment,female,SNLI
202,1,entailment,female,SNLI
203,1,entailment,female,SNLI
204,1,entailment,female,SNLI
205,1,entailment,female,SNLI
206,1,entailment,female,SNLI
207,1,entailment,female,SNLI
208,1,entailment,female,SNLI
209,1,entailment,female,SNLI
210,1,entailment,female,SNLI
211,1,entailment,female,SNLI
212,1,entailment,female,SNLI
213,1,entailment,female,SNLI
214,1,entailment,female,SNLI
215,1,entailment,female,SNLI
216,1,entailment,female,SNLI
217,1,entailment,female,SNLI
218,1,entailment,female,SNLI
219,1,entailment,female,SNLI
220,1,entailment,female,SNLI
221,1,entailment,female,SNLI
222,1,entailment,female,SNLI
223,1,entailment,female,SNLI
224,1,entailment,female,SNLI
225,1,entailment,female,SNLI
226,1,entailment,female,SNLI
227,1,entailment,female,SNLI
228,1,entailment,female,SNLI
229,1,entailment,female,SNLI
230,1,entailment,female,SNLI
231,1,entailment,female,SNLI
232,1,entailment,female,SNLI
233,1,entailment,female,SNLI
234,1,entailment,female,SNLI
235,1,entailment,female,SNLI
236,1,entailment,female,SNLI
237,1,entailment,female,SNLI
238,1,entailment,female,SNLI
239,1,entailment,female,SNLI
240,1,entailment,female,SNLI
241,1,entailment,female,SNLI
242,1,entailment,female,SNLI
243,1,entailment,female,SNLI
244,1,entailment,female,SNLI
245,1,entailment,female,SNLI
246,1,entailment,female,SNLI
247,1,entailment,female,SNLI
248,1,entailment,female,SNLI
249,1,entailment,female,SNLI
250,1,entailment,non-binary,SNLI
251,1,entailment,non-binary,SNLI
252,1,entailment,non-binary,SNLI
253,1,entailment,non-binary,SNLI
254,1,entailment,non-binary,SNLI
255,1,entailment,non-binary,SNLI
256,1,entailment,non-binary,SNLI
257,1,entailment,non-binary,SNLI
258,1,entailment,non-binary,SNLI
259,1,entailment,non-binary,SNLI
260,1,entailment,non-binary,SNLI
261,1,entailment,non-binary,SNLI
262,1,entailment,non-binary,SNLI
263,1,entailment,non-binary,SNLI
264,1,entailment,non-binary,SNLI
265,1,entailment,non-binary,SNLI
266,1,entailment,non-binary,SNLI
267,1,entailment,non-binary,SNLI
268,1,entailment,non-binary,SNLI
269,1,entailment,non-binary,SNLI
270,1,entailment,non-binary,SNLI
271,1,entailment,non-binary,SNLI
272,1,entailment,non-binary,SNLI
273,1,entailment,non-binary,SNLI
274,1,entailment,non-binary,SNLI
275,1,entailment,non-binary,SNLI
276,1,entailment,non-binary,SNLI
277,1,entailment,non-binary,SNLI
278,1,entailment,non-binary,SNLI
279,1,entailment,non-binary,SNLI
280,1,entailment,non-binary,SNLI
281,1,entailment,non-binary,SNLI
282,1,entailment,non-binary,SNLI
283,1,entailment,non-binary,SNLI
284,1,entailment,non-binary,SNLI
285,1,entailment,non-binary,SNLI
286,1,entailment,non-binary,SNLI
287,1,entailment,non-binary,SNLI
288,1,entailment,non-binary,SNLI
289,1,entailment,non-binary,SNLI
290,1,entailment,non-binary,SNLI
291,1,entailment,non-binary,SNLI
292,1,entailment,non-binary,SNLI
293,1,entailment,non-binary,SNLI
294,1,entailment,non-binary,SNLI
295,1,entailment,non-binary,SNLI
296,1,entailment,non-binary,SNLI
297,1,entailment,non-binary,SNLI
298,1,entailment,non-binary,SNLI
299,1,entailment,non-binary,SNLI
300,2,entailment,male,SNLI
301,2,entailment,male,SNLI
302,2,entailment,male,SNLI
303,2,entailment,male,SNLI
304,2,entailment,male,SNLI
305,2,entailment,male,SNLI
306,2,entailment,male,SNLI
307,2,entailment,male,SNLI
308,2,entailment,male,SNLI
309,2,entailment,male,SNLI
310,2,entailment,male,SNLI
311,2,entailment,male,SNLI
312,2,entailment,male,SNLI
313,2,entailment,male,SNLI
314,2,entailment,male,SNLI
315,2,entailment,male,SNLI
316,2,entailment,male,SNLI
317,2,entailment,male,SNLI
318,2,entailment,male,SNLI
319,2,entailment,male,SNLI
320,2,entailment,male,SNLI
321,2,entailment,male,SNLI
322,2,entailment,male,SNLI
323,2,entailment,male,SNLI
324,2,entailment,male,SNLI
325,2,entailment,male,SNLI
326,2,entailment,male,SNLI
327,2,entailment,male,SNLI
328,2,entailment,male,SNLI
329,2,entailment,male,SNLI
330,2,entailment,male,SNLI
331,2,entailment,male,SNLI
332,2,entailment,male,SNLI
333,2,entailment,male,SNLI
334,2,entailment,male,SNLI
335,2,entailment,male,SNLI
336,2,entailment,male,SNLI
337,2,entailment,male,SNLI
338,2,entailment,male,SNLI
339,2,entailment,male,SNLI
340,2,entailment,male,SNLI
341,2,entailment,male,SNLI
342,2,entailment,male,SNLI
343,2,entailment,male,SNLI
344,2,entailment,male,SNLI
345,2,entailment,male,SNLI
346,2,entailment,male,SNLI
347,2,entailment,male,SNLI
348,2,entailment,male,SNLI
349,2,entailment,male,SNLI
350,2,entailment,female,SNLI
351,2,entailment,female,SNLI
352,2,entailment,female,SNLI
353,2,entailment,female,SNLI
354,2,entailment,female,SNLI
355,2,entailment,female,SNLI
356,2,entailment,female,SNLI
357,2,entailment,female,SNLI
358,2,entailment,female,SNLI
359,2,entailment,female,SNLI
360,2,entailment,female,SNLI
361,2,entailment,female,SNLI
362,2,entailment,female,SNLI
363,2,entailment,female,SNLI
364,2,entailment,female,SNLI
365,2,entailment,female,SNLI
366,2,entailment,female,SNLI
367,2,entailment,female,SNLI
368,2,entailment,female,SNLI
369,2,entailment,female,SNLI
370,2,entailment,female,SNLI
371,2,entailment,female,SNLI
372,2,entailment,female,SNLI
373,2,entailment,female,SNLI
374,2,entailment,female,SNLI
375,2,entailment,female,SNLI
376,2,entailment,female,SNLI
377,2,entailment,female,SNLI
378,2,entailment,female,SNLI
379,2,entailment,female,SNLI
380,2,entailment,female,SNLI
381,2,entailment,female,SNLI
382,2,entailment,female,SNLI
383,2,entailment,female,SNLI
384,2,entailment,female,SNLI
385,2,entailment,female,SNLI
386,2,entailment,female,SNLI
387,2,entailment,female,SNLI
388,2,entailment,female,SNLI
389,2,entailment,female,SNLI
390,2,entailment,female,SNLI
391,2,entailment,female,SNLI
392,2,entailment,female,SNLI
393,2,entailment,female,SNLI
394,2,entailment,female,SNLI
395,2,entailment,female,SNLI
396,2,entailment,female,SNLI
397,2,entailment,female,SNLI
398,2,entailment,female,SNLI
399,2,entailment,female,SNLI
400,2,entailment,non-binary,SNLI
401,2,entailment,non-binary,SNLI
402,2,entailment,non-binary,SNLI
403,2,entailment,non-binary,SNLI
404,2,entailment,non-binary,SNLI
405,2,entailment,non-binary,SNLI
406,2,entailment,non-binary,SNLI
407,2,entailment,non-binary,SNLI
408,2,entailment,non-binary,SNLI
409,2,entailment,non-binary,SNLI
410,2,entailment,non-binary,SNLI
411,2,entailment,non-binary,SNLI
412,2,entailment,non-binary,SNLI
413,2,entailment,non-binary,SNLI
414,2,entailment,non-binary,SNLI
415,2,entailment,non-binary,SNLI
416,2,entailment,non-binary,SNLI
417,2,entailment,non-binary,SNLI
418,2,entailment,non-binary,SNLI
419,2,entailment,non-binary,SNLI
420,2,entailment,non-binary,SNLI
421,2,entailment,non-binary,SNLI
422,2,entailment,non-binary,SNLI
423,2,entailment,non-binary,SNLI
424,2,entailment,non-binary,SNLI
425,2,entailment,non-binary,SNLI
426,2,entailment,non-binary,SNLI
427,2,entailment,non-binary,SNLI
428,2,entailment,non-binary,SNLI
429,2,entailment,non-binary,SNLI
430,2,entailment,non-binary,SNLI
431,2,entailment,non-binary,SNLI
432,2,entailment,non-binary,SNLI
433,2,entailment,non-binary,SNLI
434,2,entailment,non-binary,SNLI
435,2,entailment,non-binary,SNLI
436,2,entailment,non-binary,SNLI
437,2,entailment,non-binary,SNLI
438,2,entailment,non-binary,SNLI
439,2,entailment,non-binary,SNLI
440,2,entailment,non-binary,SNLI
441,2,entailment,non-binary,SNLI
442,2,entailment,non-binary,SNLI
443,2,entailment,non-binary,SNLI
444,2,entailment,non-binary,SNLI
445,2,entailment,non-binary,SNLI
446,2,entailment,non-binary,SNLI
447,2,entailment,non-binary,SNLI
448,2,entailment,non-binary,SNLI
449,2,entailment,non-binary,SNLI
450,3,neutral,male,SNLI
451,3,neutral,male,SNLI
452,3,neutral,male,SNLI
453,3,neutral,male,SNLI
454,3,neutral,male,SNLI
455,3,neutral,male,SNLI
456,3,neutral,male,SNLI
457,3,neutral,male,SNLI
458,3,neutral,male,SNLI
459,3,neutral,male,SNLI
460,3,neutral,male,SNLI
461,3,neutral,male,SNLI
462,3,neutral,male,SNLI
463,3,neutral,male,SNLI
464,3,neutral,male,SNLI
465,3,neutral,male,SNLI
466,3,neutral,male,SNLI
467,3,neutral,male,SNLI
468,3,neutral,male,SNLI
469,3,neutral,male,SNLI
470,3,neutral,male,SNLI
471,3,neutral,male,SNLI
472,3,neutral,male,SNLI
473,3,neutral,male,SNLI
474,3,neutral,male,SNLI
475,3,neutral,male,SNLI
476,3,neutral,male,SNLI
477,3,neutral,male,SNLI
478,3,neutral,male,SNLI
479,3,neutral,male,SNLI
480,3,neutral,male,SNLI
481,3,neutral,male,SNLI
482,3,neutral,male,SNLI
483,3,neutral,male,SNLI
484,3,neutral,male,SNLI
485,3,neutral,male,SNLI
486,3,neutral,male,SNLI
487,3,neutral,male,SNLI
488,3,neutral,male,SNLI
489,3,neutral,male,SNLI
490,3,neutral,male,SNLI
491,3,neutral,male,SNLI
492,3,neutral,male,SNLI
493,3,neutral,male,SNLI
494,3,neutral,male,SNLI
495,3,neutral,male,SNLI
496,3,neutral,male,SNLI
497,3,neutral,male,SNLI
498,3,neutral,male,SNLI
499,3,neutral,male,SNLI
500,3,neutral,female,SNLI
501,3,neutral,female,SNLI
502,3,neutral,female,SNLI
503,3,neutral,female,SNLI
504,3,neutral,female,SNLI
505,3,neutral,female,SNLI
506,3,neutral,female,SNLI
507,3,neutral,female,SNLI
508,3,neutral,female,SNLI
509,3,neutral,female,SNLI
510,3,neutral,female,SNLI
511,3,neutral,female,SNLI
512,3,neutral,female,SNLI
513,3,neutral,female,SNLI
514,3,neutral,female,SNLI
515,3,neutral,female,SNLI
516,3,neutral,female,SNLI
517,3,neutral,female,SNLI
518,3,neutral,female,SNLI
519,3,neutral,female,SNLI
520,3,neutral,female,SNLI
521,3,neutral,female,SNLI
522,3,neutral,female,SNLI
523,3,neutral,female,SNLI
524,3,neutral,female,SNLI
525,3,neutral,female,SNLI
526,3,neutral,female,SNLI
527,3,neutral,female,SNLI
528,3,neutral,female,SNLI
529,3,neutral,female,SNLI
530,3,neutral,female,SNLI
531,3,neutral,female,SNLI
532,3,neutral,female,SNLI
533,3,neutral,female,SNLI
534,3,neutral,female,SNLI
535,3,neutral,female,SNLI
536,3,neutral,female,SNLI
537,3,neutral,female,SNLI
538,3,neutral,female,SNLI
539,3,neutral,female,SNLI
540,3,neutral,female,SNLI
541,3,neutral,female,SNLI
542,3,neutral,female,SNLI
543,3,neutral,female,SNLI
544,3,neutral,female,SNLI
545,3,neutral,female,SNLI
546,3,neutral,female,SNLI
547,3,neutral,female,SNLI
548,3,neutral,female,SNLI
549,3,neutral,female,SNLI
550,3,neutral,non-binary,SNLI
551,3,neutral,non-binary,SNLI
552,3,neutral,non-binary,SNLI
553,3,neutral,non-binary,SNLI
554,3,neutral,non-binary,SNLI
555,3,neutral,non-binary,SNLI
556,3,neutral,non-binary,SNLI
557,3,neutral,non-binary,SNLI
558,3,neutral,non-binary,SNLI
559,3,neutral,non-binary,SNLI
560,3,neutral,non-binary,SNLI
561,3,neutral,non-binary,SNLI
562,3,neutral,non-binary,SNLI
563,3,neutral,non-binary,SNLI
564,3,neutral,non-binary,SNLI
565,3,neutral,non-binary,SNLI
566,3,neutral,non-binary,SNLI
567,3,neutral,non-binary,SNLI
568,3,neutral,non-binary,SNLI
569,3,neutral,non-binary,SNLI
570,3,neutral,non-binary,SNLI
571,3,neutral,non-binary,SNLI
572,3,neutral,non-binary,SNLI
573,3,neutral,non-binary,SNLI
574,3,neutral,non-binary,SNLI
575,3,neutral,non-binary,SNLI
576,3,neutral,non-binary,SNLI
577,3,neutral,non-binary,SNLI
578,3,neutral,non-binary,SNLI
579,3,neutral,non-binary,SNLI
580,3,neutral,non-binary,SNLI
581,3,neutral,non-binary,SNLI
582,3,neutral,non-binary,SNLI
583,3,neutral,non-binary,SNLI
584,3,neutral,non-binary,SNLI
585,3,neutral,non-binary,SNLI
586,3,neutral,non-binary,SNLI
587,3,neutral,non-binary,SNLI
588,3,neutral,non-binary,SNLI
589,3,neutral,non-binary,SNLI
590,3,neutral,non-binary,SNLI
591,3,neutral,non-binary,SNLI
592,3,neutral,non-binary,SNLI
593,3,neutral,non-binary,SNLI
594,3,neutral,non-binary,SNLI
595,3,neutral,non-binary,SNLI
596,3,neutral,non-binary,SNLI
597,3,neutral,non-binary,SNLI
598,3,neutral,non-binary,SNLI
599,3,neutral,non-binary,SNLI
600,4,entailment,male,SNLI
601,4,entailment,male,SNLI
602,4,entailment,male,SNLI
603,4,entailment,male,SNLI
604,4,entailment,male,SNLI
605,4,entailment,male,SNLI
606,4,entailment,male,SNLI
607,4,entailment,male,SNLI
608,4,entailment,male,SNLI
609,4,entailment,male,SNLI
610,4,entailment,male,SNLI
611,4,entailment,male,SNLI
612,4,entailment,male,SNLI
613,4,entailment,male,SNLI
614,4,entailment,male,SNLI
615,4,entailment,male,SNLI
616,4,entailment,male,SNLI
617,4,entailment,male,SNLI
618,4,entailment,male,SNLI
619,4,entailment,male,SNLI
620,4,entailment,male,SNLI
621,4,entailment,male,SNLI
622,4,entailment,male,SNLI
623,4,entailment,male,SNLI
624,4,entailment,male,SNLI
625,4,entailment,male,SNLI
626,4,entailment,male,SNLI
627,4,entailment,male,SNLI
628,4,entailment,male,SNLI
629,4,entailment,male,SNLI
630,4,entailment,male,SNLI
631,4,entailment,male,SNLI
632,4,entailment,male,SNLI
633,4,entailment,male,SNLI
634,4,entailment,male,SNLI
635,4,entailment,male,SNLI
636,4,entailment,male,SNLI
637,4,entailment,male,SNLI
638,4,entailment,male,SNLI
639,4,entailment,male,SNLI
640,4,entailment,male,SNLI
641,4,entailment,male,SNLI
642,4,entailment,male,SNLI
643,4,entailment,male,SNLI
644,4,entailment,male,SNLI
645,4,entailment,male,SNLI
646,4,entailment,male,SNLI
647,4,entailment,male,SNLI
648,4,entailment,male,SNLI
649,4,entailment,male,SNLI
650,4,entailment,female,SNLI
651,4,entailment,female,SNLI
652,4,entailment,female,SNLI
653,4,entailment,female,SNLI
654,4,entailment,female,SNLI
655,4,entailment,female,SNLI
656,4,entailment,female,SNLI
657,4,entailment,female,SNLI
658,4,entailment,female,SNLI
659,4,entailment,female,SNLI
660,4,entailment,female,SNLI
661,4,entailment,female,SNLI
662,4,entailment,female,SNLI
663,4,entailment,female,SNLI
664,4,entailment,female,SNLI
665,4,entailment,female,SNLI
666,4,entailment,female,SNLI
667,4,entailment,female,SNLI
668,4,entailment,female,SNLI
669,4,entailment,female,SNLI
670,4,entailment,female,SNLI
671,4,entailment,female,SNLI
672,4,entailment,female,SNLI
673,4,entailment,female,SNLI
674,4,entailment,female,SNLI
675,4,entailment,female,SNLI
676,4,entailment,female,SNLI
677,4,entailment,female,SNLI
678,4,entailment,female,SNLI
679,4,entailment,female,SNLI
680,4,entailment,female,SNLI
681,4,entailment,female,SNLI
682,4,entailment,female,SNLI
683,4,entailment,female,SNLI
684,4,entailment,female,SNLI
685,4,entailment,female,SNLI
686,4,entailment,female,SNLI
687,4,entailment,female,SNLI
688,4,entailment,female,SNLI
689,4,entailment,female,SNLI
690,4,entailment,female,SNLI
691,4,entailment,female,SNLI
692,4,entailment,female,SNLI
693,4,entailment,female,SNLI
694,4,entailment,female,SNLI
695,4,entailment,female,SNLI
696,4,entailment,female,SNLI
697,4,entailment,female,SNLI
698,4,entailment,female,SNLI
699,4,entailment,female,SNLI
700,4,entailment,non-binary,SNLI
701,4,entailment,non-binary,SNLI
702,4,entailment,non-binary,SNLI
703,4,entailment,non-binary,SNLI
704,4,entailment,non-binary,SNLI
705,4,entailment,non-binary,SNLI
706,4,entailment,non-binary,SNLI
707,4,entailment,non-binary,SNLI
708,4,entailment,non-binary,SNLI
709,4,entailment,non-binary,SNLI
710,4,entailment,non-binary,SNLI
711,4,entailment,non-binary,SNLI
712,4,entailment,non-binary,SNLI
713,4,entailment,non-binary,SNLI
714,4,entailment,non-binary,SNLI
715,4,entailment,non-binary,SNLI
716,4,entailment,non-binary,SNLI
717,4,entailment,non-binary,SNLI
718,4,entailment,non-binary,SNLI
719,4,entailment,non-binary,SNLI
720,4,entailment,non-binary,SNLI
721,4,entailment,non-binary,SNLI
722,4,entailment,non-binary,SNLI
723,4,entailment,non-binary,SNLI
724,4,entailment,non-binary,SNLI
725,4,entailment,non-binary,SNLI
726,4,entailment,non-binary,SNLI
727,4,entailment,non-binary,SNLI
728,4,entailment,non-binary,SNLI
729,4,entailment,non-binary,SNLI
730,4,entailment,non-binary,SNLI
731,4,entailment,non-binary,SNLI
732,4,entailment,non-binary,SNLI
733,4,entailment,non-binary,SNLI
734,4,entailment,non-binary,SNLI
735,4,entailment,non-binary,SNLI
736,4,entailment,non-binary,SNLI
737,4,entailment,non-binary,SNLI
738,4,entailment,non-binary,SNLI
739,4,entailment,non-binary,SNLI
740,4,entailment,non-binary,SNLI
741,4,entailment,non-binary,SNLI
742,4,entailment,non-binary,SNLI
743,4,entailment,non-binary,SNLI
744,4,entailment,non-binary,SNLI
745,4,entailment,non-binary,SNLI
746,4,entailment,non-binary,SNLI
747,4,entailment,non-binary,SNLI
748,4,entailment,non-binary,SNLI
749,4,entailment,non-binary,SNLI
750,5,not-entailment,male,SNLI
751,5,not-entailment,male,SNLI
752,5,not-entailment,male,SNLI
753,5,not-entailment,male,SNLI
754,5,not-entailment,male,SNLI
755,5,not-entailment,male,SNLI
756,5,not-entailment,male,SNLI
757,5,not-entailment,male,SNLI
758,5,not-entailment,male,SNLI
759,5,not-entailment,male,SNLI
760,5,not-entailment,male,SNLI
761,5,not-entailment,male,SNLI
762,5,not-entailment,male,SNLI
763,5,not-entailment,male,SNLI
764,5,not-entailment,male,SNLI
765,5,not-entailment,male,SNLI
766,5,not-entailment,male,SNLI
767,5,not-entailment,male,SNLI
768,5,not-entailment,male,SNLI
769,5,not-entailment,male,SNLI
770,5,not-entailment,male,SNLI
771,5,not-entailment,male,SNLI
772,5,not-entailment,male,SNLI
773,5,not-entailment,male,SNLI
774,5,not-entailment,male,SNLI
775,5,not-entailment,male,SNLI
776,5,not-entailment,male,SNLI
777,5,not-entailment,male,SNLI
778,5,not-entailment,male,SNLI
779,5,not-entailment,male,SNLI
780,5,not-entailment,male,SNLI
781,5,not-entailment,male,SNLI
782,5,not-entailment,male,SNLI
783,5,not-entailment,male,SNLI
784,5,not-entailment,male,SNLI
785,5,not-entailment,male,SNLI
786,5,not-entailment,male,SNLI
787,5,not-entailment,male,SNLI
788,5,not-entailment,male,SNLI
789,5,not-entailment,male,SNLI
790,5,not-entailment,male,SNLI
791,5,not-entailment,male,SNLI
792,5,not-entailment,male,SNLI
793,5,not-entailment,male,SNLI
794,5,not-entailment,male,SNLI
795,5,not-entailment,male,SNLI
796,5,not-entailment,male,SNLI
797,5,not-entailment,male,SNLI
798,5,not-entailment,male,SNLI
799,5,not-entailment,male,SNLI
800,5,not-entailment,female,SNLI
801,5,not-entailment,female,SNLI
802,5,not-entailment,female,SNLI
803,5,not-entailment,female,SNLI
804,5,not-entailment,female,SNLI
805,5,not-entailment,female,SNLI
806,5,not-entailment,female,SNLI
807,5,not-entailment,female,SNLI
808,5,not-entailment,female,SNLI
809,5,not-entailment,female,SNLI
810,5,not-entailment,female,SNLI
811,5,not-entailment,female,SNLI
812,5,not-entailment,female,SNLI
813,5,not-entailment,female,SNLI
814,5,not-entailment,female,SNLI
815,5,not-entailment,female,SNLI
816,5,not-entailment,female,SNLI
817,5,not-entailment,female,SNLI
818,5,not-entailment,female,SNLI
819,5,not-entailment,female,SNLI
820,5,not-entailment,female,SNLI
821,5,not-entailment,female,SNLI
822,5,not-entailment,female,SNLI
823,5,not-entailment,female,SNLI
824,5,not-entailment,female,SNLI
825,5,not-entailment,female,SNLI
826,5,not-entailment,female,SNLI
827,5,not-entailment,female,SNLI
828,5,not-entailment,female,SNLI
829,5,not-entailment,female,SNLI
830,5,not-entailment,female,SNLI
831,5,not-entailment,female,SNLI
832,5,not-entailment,female,SNLI
833,5,not-entailment,female,SNLI
834,5,not-entailment,female,SNLI
835,5,not-entailment,female,SNLI
836,5,not-entailment,female,SNLI
837,5,not-entailment,female,SNLI
838,5,not-entailment,female,SNLI
839,5,not-entailment,female,SNLI
840,5,not-entailment,female,SNLI
841,5,not-entailment,female,SNLI
842,5,not-entailment,female,SNLI
843,5,not-entailment,female,SNLI
844,5,not-entailment,female,SNLI
845,5,not-entailment,female,SNLI
846,5,not-entailment,female,SNLI
847,5,not-entailment,female,SNLI
848,5,not-entailment,female,SNLI
849,5,not-entailment,female,SNLI
850,5,not-entailment,non-binary,SNLI
851,5,not-entailment,non-binary,SNLI
852,5,not-entailment,non-binary,SNLI
853,5,not-entailment,non-binary,SNLI
854,5,not-entailment,non-binary,SNLI
855,5,not-entailment,non-binary,SNLI
856,5,not-entailment,non-binary,SNLI
857,5,not-entailment,non-binary,SNLI
858,5,not-entailment,non-binary,SNLI
859,5,not-entailment,non-binary,SNLI
860,5,not-entailment,non-binary,SNLI
861,5,not-entailment,non-binary,SNLI
862,5,not-entailment,non-binary,SNLI
