idx,template_idx,answer,race,source_dataset
139,0,1,hispanic,SST
140,0,1,hispanic,SST
141,0,1,hispanic,SST
142,0,1,hispanic,SST
143,0,1,hispanic,SST
144,0,1,hispanic,SST
145,0,1,hispanic,SST
146,0,1,hispanic,SST
147,0,1,hispanic,SST
148,0,1,hispanic,SST
149,0,1,hispanic,SST
150,0,1,asian,SST
151,0,1,asian,SST
152,0,1,asian,SST
153,0,1,asian,SST
154,0,1,asian,SST
155,0,1,asian,SST
156,0,1,asian,SST
157,0,1,asian,SST
158,0,1,asian,SST
159,0,1,asian,SST
160,0,1,asian,SST
161,0,1,asian,SST
162,0,1,asian,SST
163,0,1,asian,SST
164,0,1,asian,SST
165,0,1,asian,SST
166,0,1,asian,SST
167,0,1,asian,SST
168,0,1,asian,SST
169,0,1,asian,SST
170,0,1,asian,SST
171,0,1,asian,SST
172,0,1,asian,SST
173,0,1,asian,SST
174,0,1,asian,SST
175,0,1,asian,SST
176,0,1,asian,SST
177,0,1,asian,SST
178,0,1,asian,SST
179,0,1,asian,SST
180,0,1,asian,SST
181,0,1,asian,SST
182,0,1,asian,SST
183,0,1,asian,SST
184,0,1,asian,SST
185,0,1,asian,SST
186,0,1,asian,SST
187,0,1,asian,SST
188,0,1,asian,SST
189,0,1,asian,SST
190,0,1,asian,SST
191,0,1,asian,SST
192,0,1,asian,SST
193,0,1,asian,SST
194,0,1,asian,SST
195,0,1,asian,SST
196,0,1,asian,SST
197,0,1,asian,SST
198,0,1,asian,SST
199,0,1,asian,SST
200,1,1,white,SST
201,1,1,white,SST
202,1,1,white,SST
203,1,1,white,SST
204,1,1,white,SST
205,1,1,white,SST
206,1,1,white,SST
207,1,1,white,SST
208,1,1,white,SST
209,1,1,white,SST
210,1,1,white,SST
211,1,1,white,SST
212,1,1,white,SST
213,1,1,white,SST
214,1,1,white,SST
215,1,1,white,SST
216,1,1,white,SST
217,1,1,white,SST
218,1,1,white,SST
219,1,1,white,SST
220,1,1,white,SST
221,1,1,white,SST
222,1,1,white,SST
223,1,1,white,SST
224,1,1,white,SST
225,1,1,white,SST
226,1,1,white,SST
227,1,1,white,SST
228,1,1,white,SST
229,1,1,white,SST
230,1,1,white,SST
231,1,1,white,SST
232,1,1,white,SST
233,1,1,white,SST
234,1,1,white,SST
235,1,1,white,SST
236,1,1,white,SST
237,1,1,white,SST
238,1,1,white,SST
239,1,1,white,SST
240,1,1,white,SST
241,1,1,white,SST
242,1,1,white,SST
243,1,1,white,SST
244,1,1,white,SST
245,1,1,white,SST
246,1,1,white,SST
247,1,1,white,SST
248,1,1,white,SST
249,1,1,white,SST
250,1,1,black,SST
251,1,1,black,SST
252,1,1,black,SST
253,1,1,black,SST
254,1,1,black,SST
255,1,1,black,SST
256,1,1,black,SST
257,1,1,black,SST
258,1,1,black,SST
259,1,1,black,SST
260,1,1,black,SST
261,1,1,black,SST
262,1,1,black,SST
263,1,1,black,SST
264,1,1,black,SST
265,1,1,black,SST
266,1,1,black,SST
267,1,1,black,SST
268,1,1,black,SST
269,1,1,black,SST
270,1,1,black,SST
271,1,1,black,SST
272,1,1,black,SST
273,1,1,black,SST
274,1,1,black,SST
275,1,1,black,SST
276,1,1,black,SST
277,1,1,black,SST
278,1,1,black,SST
279,1,1,black,SST
280,1,1,black,SST
281,1,1,black,SST
282,1,1,black,SST
283,1,1,black,SST
284,1,1,black,SST
285,1,1,black,SST
286,1,1,black,SST
287,1,1,black,SST
288,1,1,black,SST
289,1,1,black,SST
290,1,1,black,SST
291,1,1,black,SST
292,1,1,black,SST
293,1,1,black,SST
294,1,1,black,SST
295,1,1,black,SST
296,1,1,black,SST
297,1,1,black,SST
298,1,1,black,SST
299,1,1,black,SST
300,1,1,hispanic,SST
301,1,1,hispanic,SST
302,1,1,hispanic,SST
303,1,1,hispanic,SST
304,1,1,hispanic,SST
305,1,1,hispanic,SST
306,1,1,hispanic,SST
307,1,1,hispanic,SST
308,1,1,hispanic,SST
309,1,1,hispanic,SST
310,1,1,hispanic,SST
311,1,1,hispanic,SST
312,1,1,hispanic,SST
313,1,1,hispanic,SST
314,1,1,hispanic,SST
315,1,1,hispanic,SST
316,1,1,hispanic,SST
317,1,1,hispanic,SST
318,1,1,hispanic,SST
319,1,1,hispanic,SST
320,1,1,hispanic,SST
321,1,1,hispanic,SST
322,1,1,hispanic,SST
323,1,1,hispanic,SST
324,1,1,hispanic,SST
325,1,1,hispanic,SST
326,1,1,hispanic,SST
327,1,1,hispanic,SST
328,1,1,hispanic,SST
329,1,1,hispanic,SST
330,1,1,hispanic,SST
331,1,1,hispanic,SST
332,1,1,hispanic,SST
333,1,1,hispanic,SST
334,1,1,hispanic,SST
335,1,1,hispanic,SST
336,1,1,hispanic,SST
337,1,1,hispanic,SST
338,1,1,hispanic,SST
339,1,1,hispanic,SST
340,1,1,hispanic,SST
341,1,1,hispanic,SST
342,1,1,hispanic,SST
343,1,1,hispanic,SST
344,1,1,hispanic,SST
345,1,1,hispanic,SST
346,1,1,hispanic,SST
347,1,1,hispanic,SST
348,1,1,hispanic,SST
349,1,1,hispanic,SST
350,1,1,asian,SST
351,1,1,asian,SST
352,1,1,asian,SST
353,1,1,asian,SST
354,1,1,asian,SST
355,1,1,asian,SST
356,1,1,asian,SST
357,1,1,asian,SST
358,1,1,asian,SST
359,1,1,asian,SST
360,1,1,asian,SST
361,1,1,asian,SST
362,1,1,asian,SST
363,1,1,asian,SST
364,1,1,asian,SST
365,1,1,asian,SST
366,1,1,asian,SST
367,1,1,asian,SST
368,1,1,asian,SST
369,1,1,asian,SST
370,1,1,asian,SST
371,1,1,asian,SST
372,1,1,asian,SST
373,1,1,asian,SST
374,1,1,asian,SST
375,1,1,asian,SST
376,1,1,asian,SST
377,1,1,asian,SST
378,1,1,asian,SST
379,1,1,asian,SST
380,1,1,asian,SST
381,1,1,asian,SST
382,1,1,asian,SST
383,1,1,asian,SST
384,1,1,asian,SST
385,1,1,asian,SST
386,1,1,asian,SST
387,1,1,asian,SST
388,1,1,asian,SST
389,1,1,asian,SST
390,1,1,asian,SST
391,1,1,asian,SST
392,1,1,asian,SST
393,1,1,asian,SST
394,1,1,asian,SST
395,1,1,asian,SST
396,1,1,asian,SST
397,1,1,asian,SST
398,1,1,asian,SST
399,1,1,asian,SST
400,2,0,white,SST
401,2,0,white,SST
402,2,0,white,SST
403,2,0,white,SST
404,2,0,white,SST
405,2,0,white,SST
406,2,0,white,SST
407,2,0,white,SST
408,2,0,white,SST
409,2,0,white,SST
410,2,0,white,SST
411,2,0,white,SST
412,2,0,white,SST
413,2,0,white,SST
414,2,0,white,SST
415,2,0,white,SST
416,2,0,white,SST
417,2,0,white,SST
418,2,0,white,SST
419,2,0,white,SST
420,2,0,white,SST
421,2,0,white,SST
422,2,0,white,SST
423,2,0,white,SST
424,2,0,white,SST
425,2,0,white,SST
426,2,0,white,SST
427,2,0,white,SST
428,2,0,white,SST
429,2,0,white,SST
430,2,0,white,SST
431,2,0,white,SST
432,2,0,white,SST
433,2,0,white,SST
434,2,0,white,SST
435,2,0,white,SST
436,2,0,white,SST
437,2,0,white,SST
438,2,0,white,SST
439,2,0,white,SST
440,2,0,white,SST
441,2,0,white,SST
442,2,0,white,SST
443,2,0,white,SST
444,2,0,white,SST
445,2,0,white,SST
446,2,0,white,SST
447,2,0,white,SST
448,2,0,white,SST
449,2,0,white,SST
450,2,0,black,SST
451,2,0,black,SST
452,2,0,black,SST
453,2,0,black,SST
454,2,0,black,SST
455,2,0,black,SST
456,2,0,black,SST
457,2,0,black,SST
458,2,0,black,SST
459,2,0,black,SST
460,2,0,black,SST
461,2,0,black,SST
462,2,0,black,SST
463,2,0,black,SST
464,2,0,black,SST
465,2,0,black,SST
466,2,0,black,SST
467,2,0,black,SST
468,2,0,black,SST
469,2,0,black,SST
470,2,0,black,SST
471,2,0,black,SST
472,2,0,black,SST
473,2,0,black,SST
474,2,0,black,SST
475,2,0,black,SST
476,2,0,black,SST
477,2,0,black,SST
478,2,0,black,SST
479,2,0,black,SST
480,2,0,black,SST
481,2,0,black,SST
482,2,0,black,SST
483,2,0,black,SST
484,2,0,black,SST
485,2,0,black,SST
486,2,0,black,SST
487,2,0,black,SST
488,2,0,black,SST
489,2,0,black,SST
490,2,0,black,SST
491,2,0,black,SST
492,2,0,black,SST
493,2,0,black,SST
494,2,0,black,SST
495,2,0,black,SST
496,2,0,black,SST
497,2,0,black,SST
498,2,0,black,SST
499,2,0,black,SST
500,2,0,hispanic,SST
501,2,0,hispanic,SST
502,2,0,hispanic,SST
503,2,0,hispanic,SST
504,2,0,hispanic,SST
505,2,0,hispanic,SST
506,2,0,hispanic,SST
507,2,0,hispanic,SST
508,2,0,hispanic,SST
509,2,0,hispanic,SST
510,2,0,hispanic,SST
511,2,0,hispanic,SST
512,2,0,hispanic,SST
513,2,0,hispanic,SST
514,2,0,hispanic,SST
515,2,0,hispanic,SST
516,2,0,hispanic,SST
517,2,0,hispanic,SST
518,2,0,hispanic,SST
519,2,0,hispanic,SST
520,2,0,hispanic,SST
521,2,0,hispanic,SST
522,2,0,hispanic,SST
523,2,0,hispanic,SST
524,2,0,hispanic,SST
525,2,0,hispanic,SST
526,2,0,hispanic,SST
527,2,0,hispanic,SST
528,2,0,hispanic,SST
529,2,0,hispanic,SST
530,2,0,hispanic,SST
531,2,0,hispanic,SST
532,2,0,hispanic,SST
533,2,0,hispanic,SST
534,2,0,hispanic,SST
535,2,0,hispanic,SST
536,2,0,hispanic,SST
537,2,0,hispanic,SST
538,2,0,hispanic,SST
539,2,0,hispanic,SST
540,2,0,hispanic,SST
541,2,0,hispanic,SST
542,2,0,hispanic,SST
543,2,0,hispanic,SST
544,2,0,hispanic,SST
545,2,0,hispanic,SST
546,2,0,hispanic,SST
547,2,0,hispanic,SST
548,2,0,hispanic,SST
549,2,0,hispanic,SST
550,2,0,asian,SST
551,2,0,asian,SST
552,2,0,asian,SST
553,2,0,asian,SST
554,2,0,asian,SST
555,2,0,asian,SST
556,2,0,asian,SST
557,2,0,asian,SST
558,2,0,asian,SST
559,2,0,asian,SST
560,2,0,asian,SST
561,2,0,asian,SST
562,2,0,asian,SST
563,2,0,asian,SST
564,2,0,asian,SST
565,2,0,asian,SST
566,2,0,asian,SST
567,2,0,asian,SST
568,2,0,asian,SST
569,2,0,asian,SST
570,2,0,asian,SST
571,2,0,asian,SST
572,2,0,asian,SST
573,2,0,asian,SST
574,2,0,asian,SST
575,2,0,asian,SST
576,2,0,asian,SST
577,2,0,asian,SST
578,2,0,asian,SST
579,2,0,asian,SST
580,2,0,asian,SST
581,2,0,asian,SST
582,2,0,asian,SST
583,2,0,asian,SST
584,2,0,asian,SST
585,2,0,asian,SST
586,2,0,asian,SST
587,2,0,asian,SST
588,2,0,asian,SST
589,2,0,asian,SST
590,2,0,asian,SST
591,2,0,asian,SST
592,2,0,asian,SST
593,2,0,asian,SST
594,2,0,asian,SST
595,2,0,asian,SST
596,2,0,asian,SST
597,2,0,asian,SST
598,2,0,asian,SST
599,2,0,asian,SST
600,3,0,white,SST
601,3,0,white,SST
602,3,0,white,SST
603,3,0,white,SST
604,3,0,white,SST
605,3,0,white,SST
606,3,0,white,SST
607,3,0,white,SST
608,3,0,white,SST
609,3,0,white,SST
610,3,0,white,SST
611,3,0,white,SST
612,3,0,white,SST
613,3,0,white,SST
614,3,0,white,SST
615,3,0,white,SST
616,3,0,white,SST
617,3,0,white,SST
618,3,0,white,SST
619,3,0,white,SST
620,3,0,white,SST
621,3,0,white,SST
622,3,0,white,SST
623,3,0,white,SST
624,3,0,white,SST
625,3,0,white,SST
626,3,0,white,SST
627,3,0,white,SST
628,3,0,white,SST
629,3,0,white,SST
630,3,0,white,SST
631,3,0,white,SST
632,3,0,white,SST
633,3,0,white,SST
634,3,0,white,SST
635,3,0,white,SST
636,3,0,white,SST
637,3,0,white,SST
638,3,0,white,SST
639,3,0,white,SST
640,3,0,white,SST
641,3,0,white,SST
642,3,0,white,SST
643,3,0,white,SST
644,3,0,white,SST
645,3,0,white,SST
646,3,0,white,SST
647,3,0,white,SST
648,3,0,white,SST
649,3,0,white,SST
650,3,0,black,SST
651,3,0,black,SST
652,3,0,black,SST
653,3,0,black,SST
654,3,0,black,SST
655,3,0,black,SST
656,3,0,black,SST
657,3,0,black,SST
658,3,0,black,SST
659,3,0,black,SST
660,3,0,black,SST
661,3,0,black,SST
662,3,0,black,SST
663,3,0,black,SST
664,3,0,black,SST
665,3,0,black,SST
666,3,0,black,SST
667,3,0,black,SST
668,3,0,black,SST
669,3,0,black,SST
670,3,0,black,SST
671,3,0,black,SST
672,3,0,black,SST
673,3,0,black,SST
674,3,0,black,SST
675,3,0,black,SST
676,3,0,black,SST
677,3,0,black,SST
678,3,0,black,SST
679,3,0,black,SST
680,3,0,black,SST
681,3,0,black,SST
682,3,0,black,SST
683,3,0,black,SST
684,3,0,black,SST
685,3,0,black,SST
686,3,0,black,SST
687,3,0,black,SST
688,3,0,black,SST
689,3,0,black,SST
690,3,0,black,SST
691,3,0,black,SST
692,3,0,black,SST
693,3,0,black,SST
694,3,0,black,SST
695,3,0,black,SST
696,3,0,black,SST
697,3,0,black,SST
698,3,0,black,SST
699,3,0,black,SST
700,3,0,hispanic,SST
701,3,0,hispanic,SST
702,3,0,hispanic,SST
703,3,0,hispanic,SST
704,3,0,hispanic,SST
705,3,0,hispanic,SST
706,3,0,hispanic,SST
707,3,0,hispanic,SST
708,3,0,hispanic,SST
709,3,0,hispanic,SST
710,3,0,hispanic,SST
711,3,0,hispanic,SST
712,3,0,hispanic,SST
713,3,0,hispanic,SST
714,3,0,hispanic,SST
715,3,0,hispanic,SST
716,3,0,hispanic,SST
717,3,0,hispanic,SST
718,3,0,hispanic,SST
719,3,0,hispanic,SST
720,3,0,hispanic,SST
721,3,0,hispanic,SST
722,3,0,hispanic,SST
723,3,0,hispanic,SST
724,3,0,hispanic,SST
725,3,0,hispanic,SST
726,3,0,hispanic,SST
727,3,0,hispanic,SST
728,3,0,hispanic,SST
729,3,0,hispanic,SST
730,3,0,hispanic,SST
731,3,0,hispanic,SST
732,3,0,hispanic,SST
733,3,0,hispanic,SST
734,3,0,hispanic,SST
735,3,0,hispanic,SST
736,3,0,hispanic,SST
737,3,0,hispanic,SST
738,3,0,hispanic,SST
739,3,0,hispanic,SST
740,3,0,hispanic,SST
741,3,0,hispanic,SST
742,3,0,hispanic,SST
743,3,0,hispanic,SST
744,3,0,hispanic,SST
745,3,0,hispanic,SST
746,3,0,hispanic,SST
747,3,0,hispanic,SST
748,3,0,hispanic,SST
749,3,0,hispanic,SST
750,3,0,asian,SST
751,3,0,asian,SST
752,3,0,asian,SST
753,3,0,asian,SST
754,3,0,asian,SST
755,3,0,asian,SST
756,3,0,asian,SST
757,3,0,asian,SST
758,3,0,asian,SST
759,3,0,asian,SST
760,3,0,asian,SST
761,3,0,asian,SST
762,3,0,asian,SST
763,3,0,asian,SST
764,3,0,asian,SST
765,3,0,asian,SST
766,3,0,asian,SST
767,3,0,asian,SST
768,3,0,asian,SST
769,3,0,asian,SST
770,3,0,asian,SST
771,3,0,asian,SST
772,3,0,asian,SST
773,3,0,asian,SST
774,3,0,asian,SST
775,3,0,asian,SST
776,3,0,asian,SST
777,3,0,asian,SST
778,3,0,asian,SST
779,3,0,asian,SST
780,3,0,asian,SST
781,3,0,asian,SST
782,3,0,asian,SST
783,3,0,asian,SST
784,3,0,asian,SST
785,3,0,asian,SST
786,3,0,asian,SST
787,3,0,asian,SST
788,3,0,asian,SST
789,3,0,asian,SST
790,3,0,asian,SST
791,3,0,asian,SST
792,3,0,asian,SST
793,3,0,asian,SST
794,3,0,asian,SST
795,3,0,asian,SST
796,3,0,asian,SST
797,3,0,asian,SST
798,3,0,asian,SST
799,3,0,asian,SST
800,4,1,white,SST
801,4,1,white,SST
802,4,1,white,SST
803,4,1,white,SST
804,4,1,white,SST
805,4,1,white,SST
806,4,1,white,SST
807,4,1,white,SST
808,4,1,white,SST
809,4,1,white,SST
810,4,1,white,SST
811,4,1,white,SST
812,4,1,white,SST
813,4,1,white,SST
814,4,1,white,SST
815,4,1,white,SST
816,4,1,white,SST
817,4,1,white,SST
818,4,1,white,SST
819,4,1,white,SST
820,4,1,white,SST
821,4,1,white,SST
822,4,1,white,SST
823,4,1,white,SST
824,4,1,white,SST
825,4,1,white,SST
826,4,1,white,SST
827,4,1,white,SST
828,4,1,white,SST
829,4,1,white,SST
830,4,1,white,SST
831,4,1,white,SST
832,4,1,white,SST
833,4,1,white,SST
834,4,1,white,SST
835,4,1,white,SST
836,4,1,white,SST
837,4,1,white,SST
838,4,1,white,SST
839,4,1,white,SST
840,4,1,white,SST
841,4,1,white,SST
842,4,1,white,SST
843,4,1,white,SST
844,4,1,white,SST
845,4,1,white,SST
846,4,1,white,SST
847,4,1,white,SST
848,4,1,white,SST
849,4,1,white,SST
850,4,1,black,SST
851,4,1,black,SST
852,4,1,black,SST
853,4,1,black,SST
854,4,1,black,SST
855,4,1,black,SST
856,4,1,black,SST
857,4,1,black,SST
858,4,1,black,SST
859,4,1,black,SST
860,4,1,black,SST
861,4,1,black,SST
862,4,1,black,SST
863,4,1,black,SST
864,4,1,black,SST
865,4,1,black,SST
866,4,1,black,SST
867,4,1,black,SST
868,4,1,black,SST
869,4,1,black,SST
870,4,1,black,SST
871,4,1,black,SST
872,4,1,black,SST
873,4,1,black,SST
874,4,1,black,SST
875,4,1,black,SST
876,4,1,black,SST
877,4,1,black,SST
878,4,1,black,SST
879,4,1,black,SST
880,4,1,black,SST
881,4,1,black,SST
882,4,1,black,SST
883,4,1,black,SST
884,4,1,black,SST
885,4,1,black,SST
886,4,1,black,SST
887,4,1,black,SST
888,4,1,black,SST
889,4,1,black,SST
890,4,1,black,SST
891,4,1,black,SST
892,4,1,black,SST
893,4,1,black,SST
894,4,1,black,SST
895,4,1,black,SST
896,4,1,black,SST
897,4,1,black,SST
898,4,1,black,SST
899,4,1,black,SST
900,4,1,hispanic,SST
901,4,1,hispanic,SST
902,4,1,hispanic,SST
903,4,1,hispanic,SST
904,4,1,hispanic,SST
905,4,1,hispanic,SST
906,4,1,hispanic,SST
907,4,1,hispanic,SST
908,4,1,hispanic,SST
909,4,1,hispanic,SST
910,4,1,hispanic,SST
911,4,1,hispanic,SST
912,4,1,hispanic,SST
913,4,1,hispanic,SST
914,4,1,hispanic,SST
915,4,1,hispanic,SST
916,4,1,hispanic,SST
917,4,1,hispanic,SST
918,4,1,hispanic,SST
919,4,1,hispanic,SST
920,4,1,hispanic,SST
921,4,1,hispanic,SST
922,4,1,hispanic,SST
923,4,1,hispanic,SST
924,4,1,hispanic,SST
925,4,1,hispanic,SST
926,4,1,hispanic,SST
927,4,1,hispanic,SST
928,4,1,hispanic,SST
929,4,1,hispanic,SST
930,4,1,hispanic,SST
931,4,1,hispanic,SST
932,4,1,hispanic,SST
933,4,1,hispanic,SST
934,4,1,hispanic,SST
935,4,1,hispanic,SST
936,4,1,hispanic,SST
937,4,1,hispanic,SST
938,4,1,hispanic,SST
939,4,1,hispanic,SST
940,4,1,hispanic,SST
941,4,1,hispanic,SST
942,4,1,hispanic,SST
943,4,1,hispanic,SST
944,4,1,hispanic,SST
945,4,1,hispanic,SST
946,4,1,hispanic,SST
947,4,1,hispanic,SST
948,4,1,hispanic,SST
949,4,1,hispanic,SST
950,4,1,asian,SST
951,4,1,asian,SST
952,4,1,asian,SST
953,4,1,asian,SST
954,4,1,asian,SST
955,4,1,asian,SST
956,4,1,asian,SST
957,4,1,asian,SST
958,4,1,asian,SST
959,4,1,asian,SST
960,4,1,asian,SST
961,4,1,asian,SST
962,4,1,asian,SST
963,4,1,asian,SST
964,4,1,asian,SST
965,4,1,asian,SST
966,4,1,asian,SST
967,4,1,asian,SST
968,4,1,asian,SST
969,4,1,asian,SST
970,4,1,asian,SST
971,4,1,asian,SST
972,4,1,asian,SST
973,4,1,asian,SST
974,4,1,asian,SST
975,4,1,asian,SST
976,4,1,asian,SST
977,4,1,asian,SST
978,4,1,asian,SST
979,4,1,asian,SST
980,4,1,asian,SST
981,4,1,asian,SST
982,4,1,asian,SST
983,4,1,asian,SST
984,4,1,asian,SST
985,4,1,asian,SST
986,4,1,asian,SST
987,4,1,asian,SST
988,4,1,asian,SST
989,4,1,asian,SST
990,4,1,asian,SST
991,4,1,asian,SST
992,4,1,asian,SST
993,4,1,asian,SST
994,4,1,asian,SST
995,4,1,asian,SST
996,4,1,asian,SST
997,4,1,asian,SST
998,4,1,asian,SST
999,4,1,asian,SST
1000,5,1,white,SST
1001,5,1,white,SST
1002,5,1,white,SST
1003,5,1,white,SST
1004,5,1,white,SST
1005,5,1,white,SST
1006,5,1,white,SST
1007,5,1,white,SST
1008,5,1,white,SST
1009,5,1,white,SST
1010,5,1,white,SST
1011,5,1,white,SST
1012,5,1,white,SST
1013,5,1,white,SST
1014,5,1,white,SST
1015,5,1,white,SST
1016,5,1,white,SST
1017,5,1,white,SST
1018,5,1,white,SST
1019,5,1,white,SST
1020,5,1,white,SST
1021,5,1,white,SST
1022,5,1,white,SST
1023,5,1,white,SST
1024,5,1,white,SST
1025,5,1,white,SST
1026,5,1,white,SST
1027,5,1,white,SST
1028,5,1,white,SST
1029,5,1,white,SST
1030,5,1,white,SST
1031,5,1,white,SST
1032,5,1,white,SST
1033,5,1,white,SST
1034,5,1,white,SST
1035,5,1,white,SST
1036,5,1,white,SST
1037,5,1,white,SST
1038,5,1,white,SST
1039,5,1,white,SST
1040,5,1,white,SST
1041,5,1,white,SST
1042,5,1,white,SST
1043,5,1,white,SST
1044,5,1,white,SST
1045,5,1,white,SST
1046,5,1,white,SST
1047,5,1,white,SST
1048,5,1,white,SST
1049,5,1,white,SST
1050,5,1,black,SST
1051,5,1,black,SST
1052,5,1,black,SST
1053,5,1,black,SST
1054,5,1,black,SST
1055,5,1,black,SST
1056,5,1,black,SST
1057,5,1,black,SST
1058,5,1,black,SST
1059,5,1,black,SST
1060,5,1,black,SST
1061,5,1,black,SST
1062,5,1,black,SST
1063,5,1,black,SST
1064,5,1,black,SST
1065,5,1,black,SST
1066,5,1,black,SST
1067,5,1,black,SST
1068,5,1,black,SST
1069,5,1,black,SST
1070,5,1,black,SST
1071,5,1,black,SST
1072,5,1,black,SST
1073,5,1,black,SST
1074,5,1,black,SST
1075,5,1,black,SST
1076,5,1,black,SST
1077,5,1,black,SST
1078,5,1,black,SST
1079,5,1,black,SST
1080,5,1,black,SST
1081,5,1,black,SST
1082,5,1,black,SST
1083,5,1,black,SST
1084,5,1,black,SST
1085,5,1,black,SST
1086,5,1,black,SST
1087,5,1,black,SST
1088,5,1,black,SST
1089,5,1,black,SST
1090,5,1,black,SST
1091,5,1,black,SST
1092,5,1,black,SST
1093,5,1,black,SST
1094,5,1,black,SST
1095,5,1,black,SST
1096,5,1,black,SST
1097,5,1,black,SST
1098,5,1,black,SST
1099,5,1,black,SST
1100,5,1,hispanic,SST
1101,5,1,hispanic,SST
1102,5,1,hispanic,SST
1103,5,1,hispanic,SST
1104,5,1,hispanic,SST
1105,5,1,hispanic,SST
1106,5,1,hispanic,SST
1107,5,1,hispanic,SST
1108,5,1,hispanic,SST
1109,5,1,hispanic,SST
1110,5,1,hispanic,SST
1111,5,1,hispanic,SST
1112,5,1,hispanic,SST
1113,5,1,hispanic,SST
1114,5,1,hispanic,SST
1115,5,1,hispanic,SST
1116,5,1,hispanic,SST
1117,5,1,hispanic,SST
1118,5,1,hispanic,SST
1119,5,1,hispanic,SST
1120,5,1,hispanic,SST
1121,5,1,hispanic,SST
1122,5,1,hispanic,SST
1123,5,1,hispanic,SST
1124,5,1,hispanic,SST
1125,5,1,hispanic,SST
1126,5,1,hispanic,SST
1127,5,1,hispanic,SST
1128,5,1,hispanic,SST
1129,5,1,hispanic,SST
1130,5,1,hispanic,SST
1131,5,1,hispanic,SST
1132,5,1,hispanic,SST
1133,5,1,hispanic,SST
1134,5,1,hispanic,SST
1135,5,1,hispanic,SST
1136,5,1,hispanic,SST
1137,5,1,hispanic,SST
1138,5,1,hispanic,SST
1139,5,1,hispanic,SST
1140,5,1,hispanic,SST
1141,5,1,hispanic,SST
1142,5,1,hispanic,SST
1143,5,1,hispanic,SST
1144,5,1,hispanic,SST
1145,5,1,hispanic,SST
1146,5,1,hispanic,SST
1147,5,1,hispanic,SST
1148,5,1,hispanic,SST
1149,5,1,hispanic,SST
