"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.",he,100,he would be here,100,['Adam' 'Bob'],1,Ernest Davis
Anne gave birth to a daughter last month. She is a very charming woman.,She,42,She is a very charming woman.,42,"['Anne' ""Anne's daughter""]",0,Ernest Davis
Anne gave birth to a daughter last month. She is a very charming baby.,She,42,She is a very charming baby.,42,"['Anne' ""Anne's daughter""]",1,Ernest Davis
"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.",she,98,she was behaving so strangely.,98,"['Alice' ""Alice's daughter""]",0,Ernest Davis
"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.",she,97,she was behaving so strangely.,97,"['Alice' ""Alice's daughter""]",1,Ernest Davis
John was doing research in the library when he heard a man humming and whistling. He was very annoyed.,He,82,He was very annoyed.,82,['John' 'The man'],0,Ernest Davis
John was doing research in the library when he heard a man humming and whistling. He was very annoying.,He,82,He was very annoying.,82,['John' 'The man'],1,Ernest Davis
John was jogging through the park when he saw a man juggling watermelons. He was very impressed.,He,74,He was very impressed.,74,['John' 'The juggler'],0,Ernest Davis
John was jogging through the park when he saw a man juggling watermelons. He was very impressive.,He,74,He was very impressive.,74,['John' 'The juggler'],1,Ernest Davis
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,He,64,He was very ill,64,['Bob' 'Carl'],0,Ernest Davis
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.,He,64,He was very concerned,64,['Bob' 'Carl'],1,Ernest Davis
"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.",they,86,they are fifteen.,86,"['Sam and Amy' ""Amy's parents""]",0,Ernest Davis
"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are snobs.",they,86,they are snobs.,86,"['Sam and Amy' ""Amy's parents""]",1,Ernest Davis
"Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.",He,73,He should have been more truthful.,73,['Mark' 'Pete'],0,Ernest Davis
"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.",He,73,He should have been more skeptical.,73,['Mark' 'Pete'],1,Ernest Davis
Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.,it,87,moving out of it,73,['The old house' 'The new house'],0,Ernest Davis
Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.,it,85,moving into it,73,['The old house' 'The new house'],1,Ernest Davis
Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well.,They,64,They are gripped,64,"['People' ""Paul's books""]",0,Ernest Davis
Many people start to read Paul's books and can't put them down. They are popular because Paul writes so well.,They,64,They are popular,64,"['People' ""Paul's books""]",1,Ernest Davis
Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.,it,75,She has had it,63,['The flute' 'The piece'],0,Ernest Davis
Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.,it,77,She has loved it,63,['The flute' 'The piece'],1,Ernest Davis
"Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.",it,40,it was broken,40,['The chair' 'The piano'],0,Ernest Davis
"Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.",it,40,it was broken,40,['The chair' 'The piano'],1,Ernest Davis
Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,it,105,She reads it,95,['The book' 'The article'],0,Ernest Davis
Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.,it,106,She writes it,95,['The book' 'The article'],1,Ernest Davis
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked it down.",it,130,knocked it down,122,['The sand castle' 'The flag'],0,Ernest Davis
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.",it,130,knocked it down,122,['The sand castle' 'The flag'],1,Ernest Davis
"Jane knocked on Susan's door, but there was no answer. She was disappointed.",She,55,She was disappointed.,55,['Jane' 'Susan'],0,Ernest Davis
"Jane knocked on Susan's door, but there was no answer. She was out.",She,55,She was out.,55,['Jane' 'Susan'],1,Ernest Davis
"Jane knocked on the door, and Susan answered it. She invited her to come out.",She,49,She invited,49,['Jane' 'Susan'],0,Ernest Davis
"Jane knocked on the door, and Susan answered it. She invited her to come in.",She,49,She invited,49,['Jane' 'Susan'],1,Ernest Davis
"Sam took French classes from Adam, because he was eager to speak it fluently.",he,43,he was eager,43,['Sam' 'Adam'],0,Ernest Davis
"Sam took French classes from Adam, because he was known to speak it fluently.",he,43,he was known to speak it,43,['Sam' 'Adam'],1,Ernest Davis
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",they,58,they ended up looking more like golfers.,58,['The shepherds' 'The sheep'],0,Ernest Davis
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.",they,58,they ended up looking more like dogs.,58,['The shepherds' 'The sheep'],1,Ernest Davis
"Mary tucked her daughter Anne into bed, so that she could work.",she,48,she could work,48,"['Mary' ""Mary's daughter""]",0,Ernest Davis
"Mary tucked her daughter Anne into bed, so that she could sleep.",she,48,she could sleep.,48,"['Mary' ""Mary's daughter""]",1,Ernest Davis
"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.",they,45,they were not prepared,45,['Fred and Alice' 'coats'],0,Ernest Davis
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",they,45,they were not enough,45,['Fred and Alice' 'coats'],1,Ernest Davis
"Jackson was greatly influenced by Arnold, though he lived two centuries later.",he,49,he lived two centuries later.,49,['Jackson' 'Arnold'],0,Ernest Davis
"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.",he,49,he lived two centuries earlier.,49,['Jackson' 'Arnold'],1,Ernest Davis
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",them,90,opened them,83,['His eyes' 'His hands'],0,Ernest Davis
"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.",them,91,lowered them,83,['His eyes' 'His hands'],1,Ernest Davis
Fred watched TV while George went out to buy groceries. After an hour he got up.,he,70,he got up.,70,['Fred' 'George'],0,Ernest Davis
Fred watched TV while George went out to buy groceries. After an hour he got back.,he,70,he got back.,70,['Fred' 'George'],1,Ernest Davis
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on.",it,163,turned it on,156,['The dishwasher' 'The TV'],0,Ernest Davis
"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",it,163,turned it off,156,['The dishwasher' 'The TV'],1,Ernest Davis
Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,He,69,He is a remarkable man.,69,['Fred' 'My great-grandfather'],0,Ernest Davis
Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.,He,69,He was a remarkable man.,69,['Fred' 'My great-grandfather'],1,Ernest Davis
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.",he,102,he was twelve years old.,102,['Fred' 'My father'],0,Ernest Davis
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.",he,102,he was twelve months old.,102,['Fred' 'My father'],1,Ernest Davis
Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.,they,85,they should be better,85,['The ankles' 'The crutches'],0,Ernest Davis
Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary.,they,85,they should be unnecessary,85,['The ankles' 'The crutches'],1,Ernest Davis
Steve follows Fred's example in everything. He admires him hugely.,He,44,He admires him hugely.,44,['Steve' 'Fred'],0,Ernest Davis
Steve follows Fred's example in everything. He influences him hugely.,He,44,He influences him hugely.,44,['Steve' 'Fred'],1,Ernest Davis
Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.,it,66,it looks dowdy on her.,66,['The sweater' 'The jacket'],0,Ernest Davis
Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.,it,66,it looks great on her.,66,['The sweater' 'The jacket'],1,Ernest Davis
John hired Bill to take care of him .,him,32,take care of him,19,['John' 'Bill'],0,Ray Jackendoff
John hired himself out to Bill to take care of him .,him,47,take care of him,34,['John' 'Bill'],1,Ray Jackendoff
"John promised Bill to leave, so an hour later he left.",he,46,he left,46,['John' 'Bill'],0,Ray Jackendoff
"John ordered Bill to leave, so an hour later he left.",he,45,he left,45,['John' 'Bill'],1,Ray Jackendoff
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.,he,100,difficulties he faced,87,['Goodman' 'Xenophanes'],0,Ernest Davis
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.,he,100,difficulties he faced,87,['Goodman' 'Xenophanes'],1,Ernest Davis
Jane knocked on Susan's door but she did not get an answer.,she,33,she did not get an answer.,33,['Jane' 'Susan'],0,Ernest Davis
Jane knocked on Susan's door but she did not answer.,she,33,she did not answer.,33,['Jane' 'Susan'],1,Ernest Davis
Joe paid the detective after he received the final report on the case.,he,29,he received the final report,29,['Joe' 'the detective'],0,David Bender
Joe paid the detective after he delivered the final report on the case.,he,29,he delivered the final report,29,['Joe' 'the detective'],1,David Bender
"Tom said ""Check"" to Ralph as he moved his bishop.",his,38,his bishop,38,['Tom' 'Ralph'],0,David Bender
"Tom said ""Check"" to Ralph as he took his bishop.",his,37,his bishop,37,['Tom' 'Ralph'],1,David Bender
"As Andrea in the crop duster passed over Susan, she could see the landing strip.",she,48,she could see,48,['Andrea' 'Susan'],0,David Bender
"As Andrea in the crop duster passed over Susan, she could see the landing gear.",she,48,she could see,48,['Andrea' 'Susan'],1,David Bender
Tom gave Ralph a lift to school so he wouldn't have to drive alone.,he,35,he wouldn't have to drive alone.,35,['Tom' 'Ralph'],0,David Bender
Tom gave Ralph a lift to school so he wouldn't have to walk.,he,35,he wouldn't have to walk.,35,['Tom' 'Ralph'],1,David Bender
Bill passed the half-empty plate to John because he was full.,he,49,he was full.,49,['Bill' 'John'],0,David Bender
Bill passed the half-empty plate to John because he was hungry.,he,49,he was hungry,49,['Bill' 'John'],1,David Bender
Bill passed the gameboy to John because his turn was over.,his,40,his turn,40,['Bill' 'John'],0,David Bender
Bill passed the gameboy to John because his turn was next.,his,40,his turn,40,['Bill' 'John'],1,David Bender
Billy cried because Toby wouldn't accept his toy.,his,41,his toy,41,['Billy' 'Toby'],0,David Bender
Billy cried because Toby wouldn't share his toy.,his,40,his toy,40,['Billy' 'Toby'],1,David Bender
"Lily spoke to Donna, breaking her silence.",her,30,her silence.,30,['Lily' 'Donna'],0,David Bender
"Lily spoke to Donna, breaking her concentration.",her,30,her concentration.,30,['Lily' 'Donna'],1,David Bender
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.",him,64,gave him,59,['Tommy' 'Timmy'],0,David Bender
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.",him,64,gave him,59,['Tommy' 'Timmy'],1,David Bender
"As Ollie carried Tommy up the long winding steps, his legs ached.",his,50,his legs ached.,50,['Ollie' 'Tommy'],0,David Bender
"As Ollie carried Tommy up the long winding steps, his legs dangled.",his,50,his legs dangled.,50,['Ollie' 'Tommy'],1,David Bender
Dr. Adams informed Kate that she had retired and presented several options for future treatment.,she,29,she had retired,29,['Dr. Adams' 'Kate'],0,David Bender
Dr. Adams informed Kate that she had cancer and presented several options for future treatment.,she,29,she had cancer,29,['Dr. Adams' 'Kate'],1,David Bender
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",he,75,he was particularly eager,75,['George' 'Eric'],0,David Bender
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",he,71,he was particularly eager,71,['George' 'Eric'],1,David Bender
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",he,71,he was not particularly eager,71,['George' 'Eric'],0,David Bender
Jane gave Joan candy because she wasn't hungry.,she,29,she wasn't hungry.,29,['Jane' 'Joan'],0,"""Linguistic Problems and Complexities"" http://www.csi.uottawa.ca/tanka/files/complexities.html"
Jane gave Joan candy because she was hungry.,she,29,she was hungry.,29,['Jane' 'Joan'],1,"""Linguistic Problems and Complexities"" http://www.csi.uottawa.ca/tanka/files/complexities.html"
James asked Robert for a favor but he was refused.,he,35,he was refused.,35,['James' 'Robert'],0,From (Rahman and Ng 2012)
James asked Robert for a favor but he refused.,he,35,he refused.,35,['James' 'Robert'],1,From (Rahman and Ng 2012)
Emma did not pass the ball to Janie although she saw that she was open.,she,45,she saw,45,['Emma' 'Janie'],0,Modified from (Rahman and Ng 2012)
Emma did not pass the ball to Janie although she was open.,she,45,she was open,45,['Emma' 'Janie'],1,Modified from (Rahman and Ng 2012)
Carol believed that Rebecca suspected that she had stolen the watch.,she,43,she had stolen the watch.,43,['Carol' 'Rebecca'],0,Leora Morgenstern
Carol believed that Rebecca regretted that she had stolen the watch.,she,43,she had stolen the watch.,43,['Carol' 'Rebecca'],1,Leora Morgenstern
"Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.",she,53,she always has good luck.,53,['Alice' 'Jade'],0,Sabri Meeran and Ernest Davis
"Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.",she,53,she always wears a red turban,53,['Alice' 'Jade'],1,Sabri Meeran and Ernest Davis
"During a game of tag, Ethan chased Luke because he was ""it"".",he,48,"he was ""it"".",48,['Ethan' 'Luke'],0,Sabri Meeran
"During a game of tag, Ethan ran from Luke because he was ""it"".",he,50,"he was ""it"".",50,['Ethan' 'Luke'],1,Sabri Meeran
